Gene,memory_vs_intermediate_log2FoldChange,memory_vs_intermediate_pvalue,memory_vs_intermediate_padj,memory_vs_effector_log2FoldChange,memory_vs_effector_pvalue,memory_vs_effector_padj,intermediate_vs_effector_log2FoldChange,intermediate_vs_effector_pvalue,intermediate_vs_effector_padj
Fbxo17,0.48324634708447894,0.21721120742994104,0.6414591984940217,0.48723891719185836,0.18192997032495817,0.34976471170103557,0.003992570107379357,0.991501251633512,0.9958222854003173
Pak4,0.12096155338389968,0.577779563198607,0.8964188481837553,0.2974428202819315,0.142786313078427,0.29424425869715876,0.17648126689803179,0.3854874330845238,0.5732264100415082
Psmc4,-0.18584002802550553,0.26141191968900246,0.6938613137229738,-0.15729569391314163,0.30959808096745656,0.5051061194129463,0.028544334112363925,0.8536737970279464,0.9197328264455177
Zfp626,-0.844999223303025,0.27793506897333814,0.7104817419078998,-0.5537162100964957,0.4530311139774642,0.6459169171697616,0.2912830132065292,0.6818740297627841,0.8117085895781541
Mfge8,-0.35310807388831006,0.12100516938634294,0.4888964560381311,-0.7171386312958357,7.427589300654124e-4,0.0044005519150304,-0.36403055740752555,0.08613695125411185,0.19590418630795148
Aen,-0.2527741358615396,0.08836968572580674,0.42043506401866215,-0.01610056833130342,0.9074909240372365,0.9545357479628443,0.23667356753023613,0.0874659069772488,0.19811868720950074
Det1,0.28877092522870834,0.19298592685761679,0.6099066952765241,-0.2540040017981751,0.21593463628325865,0.3942006260088508,-0.5427749270268835,0.0088699183505076655,0.03263318549825997
Mrps11,-0.11931756278304811,0.46897924584119577,0.8450641366658582,0.12829854510087912,0.4062265900521896,0.6039797167946082,0.24761610788392724,0.10878944022533708,0.232980969658204
Mrpl46,-0.05990933874033379,0.7360936832648963,0.9442823939726619,-0.04007339241550416,0.8095297924414315,0.9016808058054515,0.019835946324829625,0.9050689219692072,0.9480810885069713
Ccdc90b,0.36459941082820335,0.27168539104837924,0.704366466899973,-0.3170755205819715,0.3012219656881174,0.496521550949334,-0.6816749314101749,0.027879699176099067,0.08204082191424676
Tmem126b,0.11568003059960383,0.6038371611938642,0.9037876861134087,-0.2804516760643746,0.1776453099607473,0.3439634035725439,-0.3961317066639784,0.057303431238600475,0.14442398382370986
Tmem126a,-0.060186715653647464,0.7710644306415798,0.9527581114035627,0.07053208664226251,0.71564240055638,0.8426094128718471,0.13071880229590999,0.49968704504210576,0.6758725790185426
Sytl2,-0.06954615449041747,0.7170401401670194,0.9393166207744694,-1.1279597149414884,2.8527853234375566e-10,8.04889792987516e-9,-1.058413560451071,3.2985740837545042e-9,7.348221627325281e-8
Eed,-0.2071702852784326,0.2608788319571007,0.693631881213655,-0.10460690901901999,0.5440415245426258,0.7212581021333772,0.1025633762594126,0.5516941470675314,0.7169703819755952
Me3,-8.280664584622896e-5,0.999853218295311,1,-0.6784152302702982,0.10383219880681027,0.23314421278641592,-0.6783324236244519,0.10474122080719415,0.2272789395725497
Zfand6,-0.11458952604431959,0.603809893588414,0.9037876861134087,0.054424815167266404,0.7922403405188558,0.8906738165622379,0.16901434121158598,0.41334995152910997,0.59896734739191
Fah,0.5407268830946838,0.3155856527064675,0.7428587126973588,0.15975266290716045,0.7509145306434052,0.8661466704611377,-0.38097422018752336,0.4498010060281894,0.6301809739745097
Ddias,-0.5270601988706282,0.09065565762704249,0.4257283436418844,0.8372266899898486,0.004495560662246478,0.0197893033967587,1.3642868888604769,3.409967597586339e-6,4.0345656228868074e-5
Rab30,1.958480095048538,0.010102101448047147,0.12303881083744513,3.512935321475366,1.0402675532497555e-5,1.0686601768361594e-4,1.554455226426828,0.06555035683663957,0.15935156493417318
Ndufc2,-0.3377339352347371,0.0128903146664655,0.14241877112090054,0.3174078002682149,0.01285664261497504,0.04603109694042622,0.6551417355029521,2.6931996577478825e-7,4.156571058498346e-6
Anapc15,-0.43348007691623086,0.024864597927191465,0.21734375269679937,0.7270907625373823,6.77388432068522e-5,5.621163107429199e-4,1.1605708394536132,1.77779744061493e-10,4.899926059553176e-9
Tmc5,-0.11081608650397465,0.8527184077058727,0.9715156322466791,0.038597439809733514,0.9455206794880232,0.9742321424952509,0.14941352631370816,0.7890094990803259,0.8808307032973343
Art2b,0.8067809414923232,0.01284012771182461,0.14241877112090054,2.771421604688646,4.877198396940409e-19,4.6232744169092266e-17,1.9646406631963225,3.2686247693438524e-10,8.55776093757788e-9
Coq7,-0.27587469756151456,0.31607117141511737,0.7432334344942796,1.3850944905665532,1.3695164565237615e-7,2.2025365202046423e-6,1.660969188128068,2.4666759057650364e-10,6.60279806455185e-9
Pde2a,0.5962720000508989,0.01550719962039873,0.16076221255112744,0.3986158846291635,0.08327589821542844,0.1990247725414333,-0.19765611542173545,0.3919560217867867,0.5799437732814133
Arl6ip1,-0.2561240408903053,0.0764017201973904,0.39282998385459034,0.24612066124087356,0.06879263886920751,0.1733214622388865,0.5022447021311789,2.040923221288577e-4,0.0013823743114233964
Smg1,0.34767002298741595,0.07523815949769588,0.38945518729602774,1.028320623844644,1.8192935033551913e-8,3.5237256655255794e-7,0.6806506008572281,1.9918502080625862e-4,0.0013546200805238644
Xylt1,-0.6981806383460631,0.2602015935627238,0.6929002849792059,-0.8560638006963175,0.13962127045847447,0.2894161940868645,-0.15788316235025446,0.782243665865516,0.8763182355651589
Nucb2,0.7450021443198211,0.03078572856957172,0.24672587719340502,-0.350180761442249,0.2746976714147908,0.46547654223658297,-1.0951829057620703,6.868675396645628e-4,0.0038717297636752476
Pik3c2a,0.4944296143276371,0.0032498823585487982,0.05907835756438305,0.05445090344964135,0.7266656854981202,0.8502444110099477,-0.4399787108779957,0.005254084904194752,0.02123721682705441
Ipo5,-0.23902117625399832,0.11799788826254581,0.48348505077609044,0.7532991789049173,1.6636100258321297e-7,2.635299489196148e-6,0.9923203551589157,5.2067341833668365e-12,1.8416207798673824e-10
1110004F10Rik,-0.0757321729588645,0.686996616023064,0.9311713207009854,-0.31288682234220017,0.07499409406047895,0.18458499645384543,-0.23715464938333564,0.17719624068035975,0.3330891130991481
Cyp2r1,1.3036511704575426,0.20602489578019265,0.628665830501786,0.3847124117142524,0.6808895519367075,0.8199364628837028,-0.9189387587432902,0.3475576837621712,0.5341883371007005
Pde3b,0.8047558419702802,2.904643802198325e-7,4.540072170436069e-5,0.4713964110538171,0.0011183833624787785,0.006201472089808046,-0.3333594309164631,0.02457277446860167,0.0741660683492163
Mylpf,-0.84974373242342,0.06140476721431936,0.35380272721381417,-1.2311451573047507,0.0038269158513394783,0.017244221426709783,-0.38140142488133066,0.3702830048291083,0.5590390928686011
Qprt,-0.432984180923539,0.07841870006381896,0.39708283932080923,-1.3435402463880441,4.2879877630791204e-9,9.380169568171615e-8,-0.9105560654645051,6.361241952832628e-5,5.149483708747997e-4
Kif22,-0.5078942854164871,0.1535677349953601,0.5490855727247818,2.077564879343567,4.799553773563836e-10,1.304837714828068e-8,2.585459164760054,9.258098966598416e-15,4.568967425108893e-13
Maz,-0.36624025246954695,0.034103937688178154,0.2606065983387908,0.44523010065371416,0.006138631260395672,0.0256124167818465,0.8114703531232611,5.647913192044802e-7,8.124642106870984e-6
Pagr1a,-0.29256580334342597,0.7681267036428259,0.9527581114035627,0.15310766495982342,0.8690010733346464,0.9345708751696341,0.4456734683032494,0.6311539482737607,0.7768120028411694
Mvp,0.06647894880320455,0.6646437278551205,0.9231039848292657,0.01407794496735454,0.9217543947207434,0.9614666823367978,-0.05240100383585001,0.7151260255182345,0.8346629277884793
Cdipt,0.1223808157985392,0.4631676881550812,0.8416706339318573,-0.06929436964293532,0.6568475714961253,0.8036659899559231,-0.19167518544147452,0.2193393304213998,0.38888798197859464
Sez6l2,-0.138410690410095,0.8850099409537167,0.9790944543914725,-0.7037625871900665,0.42240673471947854,0.6183691756989838,-0.5653518967799714,0.5135797860992782,0.6877052842517148
Kctd13,-0.03028085828950592,0.8936323757366016,0.9797263764522512,-0.127056076098413,0.5482994380760724,0.724969205355787,-0.09677521780890706,0.6476773484521354,0.7880466937893982
Stard10,-1.0727356629319684,0.0025318681438360343,0.05008135709327282,-3.0353748073322393,2.8151210342074275e-20,3.0753480761500168e-18,-1.9626391444002709,1.0275452303912466e-9,2.4842242347464674e-8
Ino80e,-0.22293647573534592,0.19685744180239742,0.6166008240973717,0.11637497228714241,0.4721297533450707,0.6618376034300311,0.33931144802248836,0.035934524617344164,0.10034795474013819
Fchsd2,1.458544620004635,3.916220809580799e-9,1.5609077091786668e-06,1.8457356121162778,1.8189895169139565e-15,1.058084941072417e-13,0.38719099211164276,0.10113426054651524,0.2216369110483626
Klk10,-0.28343403075418805,0.7724910766677376,NA,0.2504179688227961,0.7900026864021451,0.8891624657356975,0.5338519995769841,0.5664455030431164,0.7281403352936727
Aldoa,-0.08982401470772895,0.4635562007735871,0.8419317052783435,0.13150801723711003,0.2514063311235782,0.43666464647697784,0.22133203194483897,0.05357266479456407,0.13717029109474393
Ppp4c,-0.26855849800317616,0.24045426226730054,0.6707346496480004,0.30238154872766354,0.15780993515589894,0.31682236645597106,0.5709400467308398,0.007647384395121501,0.02877659490112072
Tbx6,0.37115068310299343,0.36912106986440507,0.7878041789622772,-1.2906782279142794,3.6449698591527614e-4,0.0024017388744604954,-1.6618289110172728,9.282233921341566e-6,9.791410687518563e-5
Plekhb1,0.028571515004656406,0.984385623231091,NA,0.6662737465329704,0.6378527042046671,0.7893150127623546,0.6377022315283141,0.638570351819179,NA
Gdpd3,-0.3726768377902364,0.6319972120758093,0.9140825140274541,0.024244557435724904,0.9739418859864706,0.988676005968248,0.3969213952259613,0.5867851227447072,0.744213107688496
Rab6a,-0.1624977559227479,0.2878882150068158,0.7197431099033501,-0.41000191599781655,0.004083924652170639,0.0182099537253084,-0.24750416007506862,0.08272688636775394,0.18990406269655918
Mrpl48,-0.1245053473191337,0.3780013006459814,0.7938973437226823,0.07256993876329718,0.5831823865850794,0.7516218716681017,0.19707528608243088,0.1362425073116906,0.2756880369294709
Coro1a,-0.21221168515671968,0.15388264667525114,0.5494627180164678,0.6958100312741407,5.815007637041429e-7,8.209746006716646e-6,0.9080217164308603,6.960038100293838e-11,2.0428322354020336e-9
Dnajb13,-0.055397436692597814,0.8774422205738037,0.9777265087335032,-0.7316874410031211,0.028552424357763447,0.08745002800487091,-0.6762900043105233,0.0430864763357884,0.11587152372572576
Sult1a1,0.7514923414646967,0.45353166718337545,0.8392125545385973,2.446548517715648,0.013434211127651008,0.047576067713578855,1.6950561762509513,0.08874315586595145,0.2003607284260955
Klk7,0.6952370030813223,0.6434143795908757,NA,-0.3008162707830572,0.820033166468198,NA,-0.9960532738643796,0.47781988275631665,NA
Ccdc101,-0.035238167091080345,0.8182019649918044,0.9638687977828827,-0.3667857909830706,0.010208321092263979,0.038487432804924546,-0.3315476238919903,0.020553181373924298,0.06456153293010769
Nupr1,0.06688627225319341,0.9313067050070464,0.9865946857733755,0.006008171624529343,0.9934021494584238,0.9974104970688813,-0.06087810062866406,0.9327031629859526,0.962957656312675
Ppme1,-0.09736154608045508,0.5124921551074151,0.8666377884873188,-0.2498668159803973,0.07198002378682314,0.17916005920599104,-0.15250526989994223,0.2721782175137655,0.45227866299218283
Cln3,0.293747931574138,0.07645684249518872,0.39282998385459034,-0.4308443544570987,0.005279442145045733,0.022644597910136306,-0.7245922860312367,2.9433765173103066e-6,3.5173349381858165e-5
Nfatc2ip,-0.2342670213695646,0.3691184271272886,0.7878041789622772,-0.1967903693952628,0.421187385383328,0.6172086697634308,0.03747665197430183,0.8778486289724027,0.9337326682057007
Cd19,0.11693231661160611,0.9153945082607565,0.9846012577708269,1.9205258721613196,0.06325867732444487,0.16250448831575837,1.8035935555497136,0.08121342372586422,0.18725200922460147
Lipt2,0.2309907145476239,0.698212902455777,0.9357438049640596,0.4561458193053702,0.4148863954115319,0.6117781613327576,0.22515510475774625,0.6902340358767405,0.8178197889672711
Pold3,-0.01907109152232254,0.946977813459174,0.9900758921883146,0.6894805149387738,0.010234396971551901,0.03854518733284084,0.7085516064610964,0.008317387335015865,0.030922197803292313
Rabep2,0.0803960477635256,0.5760150654297611,0.8953983196633939,-0.20694468813195696,0.12280760438147863,0.26353108636945394,-0.2873407358954826,0.032436851313884234,0.09263716669192272
Pgm2l1,-0.416059023270772,0.032046464074741585,0.2515592204547539,-1.0902829807042624,1.3237409931208636e-9,3.266686450792478e-8,-0.6742239574334905,1.5729739255448608e-4,0.001110373576977448
Atp2a1,1.9117149019989568,0.01191177395556225,0.1355527567262876,1.8611251749659776,0.008134233165178018,0.03219905465915364,-0.050589727032979266,0.9439738476113086,0.9699563441562321
Syt3,-3.567768326889407,0.030972252447504508,NA,-0.783769631887053,0.6463539454052535,0.7957722159071277,2.7839986950023543,0.04480236129726886,NA
Sh2b1,0.03420352416184992,0.8981416954832383,0.9810944193963186,-0.013062169687782042,0.9583120380152841,0.9816435344272757,-0.04726569384963196,0.8500324396305808,0.9172499171194284
Gm9755,-0.04405944292591053,0.9904432959588823,NA,0.8296978146816015,0.8118975725913338,NA,0.873757257607512,0.8022917444628112,NA
Slco2b1,-4.067510529252308,NA,NA,0.060732483463256264,NA,NA,4.128243012715565,NA,NA
Eif3c,-0.026229106630192057,0.8450566574552298,0.9688435416229491,0.056869163085395885,0.6505934020694668,0.7989602708531474,0.08309826971558794,0.5081724799257057,0.6837405359186792
Myh14,-2.023233672124936,0.18935869591190635,NA,-1.692783237066965,0.26695329897575665,0.4561937528090096,0.330450435057971,0.8258428720707374,NA
Spns1,0.019576323411675013,0.9380160841507186,0.9879438620687205,0.08804715953861725,0.7084719393899019,0.8377653795861317,0.06847083612694223,0.77132958387532,0.869930589696337
Lat,-0.11820735205614862,0.474034786191081,0.84754251387735835,-0.5757634613420904,1.925446574661684e-4,0.0013921025355786414,-0.4575561092859418,0.003045372567790247,0.013557499483536677
Rps3,-0.025388899293410767,0.8560988932405509,0.9731059927943893,0.5064777419175606,1.1073872622964815e-4,8.622316467320193e-4,0.5318666412109713,4.9203396489659616e-5,4.111752363996031e-4
Il21r,0.33314862510087623,0.03302330330630262,0.25560150689973155,0.6804199439055815,3.3095192905653828e-6,3.8703229510293344e-5,0.34727131880470524,0.01778449950689152,0.05745021756136226
Dgat2,0.1250978934687193,0.8607952893427446,0.9743387561225928,2.710854454172296,2.4632001820512096e-4,0.001716479753466724,2.585756560703577,4.944848161982019e-4,0.0029486700454066507
Il4ra,1.0666409157393117,0.0013595454910823044,0.03288431186681738,1.3013875905379675,2.9539156342957687e-5,2.711186091395645e-4,0.2347466747986557,0.45235387340576205,0.6328188228178275
Nsmce1,0.07271866538546952,0.678606307796642,0.9273975968799815,0.7273125831618757,1.017720758751678e-5,1.049711290373924e-4,0.6545939177764063,7.278163644035378e-5,5.765325651738252e-4
Psma1,-0.22297782795055893,0.0732949865005106,0.3848609435656678,0.3211040355960789,0.005907005020474417,0.02481939539090517,0.5440818635466379,3.068523591373542e-6,3.64346342680478e-5
Kdm8,-0.31957228764630546,0.066168510563214,0.3669688250172249,1.2303759865005393,4.538890248391425e-13,2.0380641025107962e-11,1.5499482741468447,5.176345181570496e-20,4.631029673137668e-18
Prkrir,-0.35036712166076284,0.054863606852808056,0.334651068781655,-0.37659171554093107,0.027454487427343223,0.08490844066084606,-0.02622459388016822,0.8771882228603668,0.933368884338481
Copb1,-0.06844378526408328,0.6965855655388207,0.9352925443309262,-0.16780247447177438,0.3066667323234367,0.5022158296441218,-0.09935868920769109,0.5450256611197515,0.7123655711354252
Far1,-0.19186044286297022,0.4336269188235317,0.8284232922759758,-0.6841301022088816,0.0028209415281405577,0.013370367306393183,-0.4922696593459114,0.031627221141784304,0.09069650491978941
Acer3,-0.5697775662950134,0.07006129074295468,0.3766305607639812,0.23799030397887355,0.4211111365124626,0.6171474128226814,0.8077678702738869,0.00611072524154753,0.024020778498846377
Myo7a,0.15715836660499485,0.8060170092818091,0.9613472865250156,1.9961658223001095,0.001209921375307191,0.006633399626721267,1.8390074556951146,0.0028533695682264617,0.01285322371470886
Lcmt1,-0.4785241378993011,7.223267655795895e-6,6.292926570292566e-4,-0.5629471013993137,1.6180865678971216e-8,3.1613564831455644e-7,-0.08442296350001256,0.3901342980355019,0.5779639428082837
Arhgap17,-0.005839308147769399,0.9699170617361553,0.9942093064894858,-0.625910356308182,1.4003706131554982e-5,1.3961624877737287e-4,-0.6200710481604127,1.7207968209374606e-5,1.6650625109475834e-4
Disp1,-0.09288392123564443,0.6251387262394885,0.9120696480585693,-0.135412020586798,0.44515436060508856,0.6383883394381467,-0.04252809935115356,0.8118148219561494,0.8941241731969853
Slc5a11,-0.22178499481279493,0.6190010374941359,0.909668531429598,-0.4816711152385539,0.2434069016226567,0.4278763479192611,-0.2598861204257589,0.5276962057106684,0.698971290328768
Parva,-0.19291967220229123,0.6717339988217554,0.9251901947567309,-0.7803506707294939,0.061525311405259304,0.15912912936864815,-0.5874309985272027,0.15723464395890957,0.3059269361052857
Micalcl,-0.1635252731145438,0.8870234642816313,0.9790944543914725,-1.58329239999766,0.1282867417425689,0.2722237670330291,-1.4197671268831162,0.17032089513486495,0.32358262271250177
Dkk3,1.8583297232650262,0.067189094040271,0.3701436511002213,4.955960251658499,4.064572117214516e-6,4.6382722326124374e-5,3.0976305283934717,0.004542530717329672,0.01882034148116033
Pak1,1.0073467586350031,0.1676352286299256,0.5709868282988483,4.660959016400196,3.904522385960933e-10,1.0778647622014803e-8,3.6536122577651926,1.0561572149016634e-6,1.4169615240821835e-5
Trat1,0.15208986811573016,0.5125000947530116,0.8666377884873188,0.7059998801141136,0.0012047841834615834,0.006615051618417937,0.5539100119983834,0.011241451189169884,0.03959357439890782
Rbbp6,0.018428950476502885,0.9333281779379027,0.9869743773280398,-0.4511624399359401,0.028295820061291995,0.08682101596473837,-0.46959139041244297,0.02251134087041213,0.06931984773826522
BC017158,0.14610884471266772,0.5433912996132725,0.8804588581180098,0.6903794942187373,0.002250726327057095,0.011111604539971042,0.5442706495060696,0.01635667934081012,0.053698439044692556
Slc5a2,0.2770853567091038,0.8891312086442995,NA,-1.5117704497982232,0.4107529348504035,NA,-1.7888558065073268,0.2993866697341835,NA
Tgfb1i1,-0.06485918923241273,0.9257516619007816,0.9855771987700338,-1.0884843433323421,0.08355769360375241,0.1995760083461976,-1.0236251540999295,0.10400887961909343,0.2261785082451151
Cox6a2,4.156586377739698,2.3068220473069223e-7,3.849815246334061e-5,5.73896331540075,3.51584253607302e-13,1.6109932193423077e-11,1.5823769376610517,0.052092004870603406,0.1342627085942374
Itgam,-0.5746695665585071,0.03363043172143388,0.2588188398208605,-0.3382667470097549,0.1819165620557388,0.34976471170103557,0.23640281954875222,0.3445157868831807,0.5310303620148272
Rnf141,-0.16130245505819502,0.39731479301525013,0.8051266709309033,-0.18207323133022343,0.30531220908982143,0.5009105339245896,-0.02077077627202841,0.9070379303746988,0.9488959839400145
Itgax,-0.8406300523199864,4.872185411315116e-4,0.01541215317710256,1.0402375548219343,4.308353273680783e-6,4.8822553606113156e-5,1.8808676071419208,8.764228433072579e-17,5.351297141799425e-15
Adm,-0.42141431013061326,0.8516243523223525,NA,-0.09106676643447559,0.9656078440138809,NA,0.33034754369613767,0.8771027914769346,NA
Dkkl1,-0.2151627703224384,0.46075140337217046,0.8413562786752926,-0.06865936631796658,0.8015160579810897,0.8968062869224918,0.14650340400447182,0.5913049457073521,0.7472105127203497
Pycard,-0.9278979750458362,4.3089904126015187e-7,6.360947606306113e-5,-0.2104358036840475,0.22066579243228435,0.4000251277159574,0.7174621713617887,2.9246746281850367e-5,2.6419981927395066e-4
Fus,0.04694023601402076,0.7648505216343795,0.9523595646998525,0.40344383842877846,0.006027899061006778,0.025232672798363887,0.3565036024147577,0.01527835921030523,0.0507761123536763
Tead2,-0.4262213531995346,0.2937316325357447,0.7243716337804145,-0.6738582122818009,0.06815380650513063,0.1719779714571719,-0.24763685908226624,0.4993175362921215,0.675637526865674
Cd37,0.07693468948500222,0.6588984556382698,0.9219411497934928,-0.38002144132876065,0.01967854820876775,0.06494234341300086,-0.45695613081376285,0.005051746219802389,0.020548435268002426
Prss8,0.22078850781389003,0.8863669289822526,NA,-0.5021196248429534,0.7167831010714127,NA,-0.7229081326568434,0.611198561128971,NA
Kat8,-0.007308290509189814,0.9669680740181072,0.9937688911266049,0.3223725938015115,0.05213110384833906,0.13988031399533363,0.3296808843107013,0.04751264446653079,0.12499266462487654
Bckdk,0.12130353232498874,0.5250166313294155,0.872330965588658,0.33879426908744864,0.057796609034938995,0.1514308346694892,0.2174907367624599,0.2236254960215584,0.3939064719334089
Stx4a,0.08899561821217593,0.7402725383181029,0.9454590305539946,-0.8851585926400832,4.031693080698116e-4,0.0026142531029239033,-0.9741542108522592,1.0006067541818533e-4,7.595349817360439e-4
Stx1b,0.03711733405650152,0.9629204924275692,0.9933815814571277,0.29730366098169464,0.6890198946748467,0.8256885914573318,0.2601863269251931,0.7319092038897773,0.8456381893008269
Fbxl19,-0.33451464535882625,0.5808120675362927,0.8971889150984511,0.19454608200211615,0.728796028072594,0.8518469232090681,0.5290607273609425,0.34978721441765054,0.5361865582927701
Bcl7c,0.14902053699180687,0.5581058809140538,0.8875692827344399,0.8807140034990742,3.127308225732863e-4,0.0021031852166752993,0.7316934665072674,0.002681400626514374,0.012193485317093088
Phkg2,0.1255761979230913,0.31211378751777513,0.7405505045930273,-0.3224532798636653,0.005420711651681607,0.023172863266888017,-0.4480294777867566,1.1417301083240478e-4,8.523491616359357e-4
Rnf40,0.16531814596973377,0.4013417774515753,0.8072877311549125,0.17119410404433213,0.3527616891904417,0.5523346776433834,0.005875958074598367,0.9745819376420418,0.9863497081523153
Prr14,-0.06617318502697703,0.6641421586354671,0.9231039848292657,-0.596636219211353,2.7862425475197963e-5,2.573109354709519e-4,-0.530463034184376,1.948297196247734e-4,0.001328781577383799
9130019O22Rik,0.16128166339915762,0.5697264426414543,0.8924913897337258,-0.2018950658450243,0.44485224949690044,0.6381594124418664,-0.36317672924418193,0.17105202998325744,0.32475039283021984
Nucb1,0.06243411129105946,0.5677476633879124,0.89139225713691,0.14038468787670655,0.16968823156988438,0.3331561835654738,0.07795057658564708,0.4460664859446258,0.6269774274351878
Hsd17b14,-0.3390902927391702,0.7759992242982712,0.9546852480910869,-0.7652622847468774,0.4807924329201083,0.6694549029952576,-0.4261719920077072,0.702547463465035,0.8270207615937262
Bcat2,-0.021592067306460187,0.8800973860561472,0.9777265087335032,-0.09353437757688611,0.48472415286658155,0.6723169406795444,-0.07194231027042593,0.5910714518950451,0.7470481969511681
Itgal,-0.07742191958625176,0.6186649667112047,0.909432942149853,-0.6442882106563619,9.471815195008937e-6,9.870814932586708e-5,-0.5668662910701101,9.756670701349092e-5,7.443187452511185e-4
Nomo1,0.2250826123529114,0.2240761565060339,0.6491815669954022,0.46155584818082623,0.007901934837664477,0.03143927704898885,0.23647323582791485,0.1744556380200214,0.3294414111458736
Sergef,-0.03887354753329004,0.7752010412198947,0.9546852480910869,-0.2820834747174212,0.025928479228353823,0.08097169842342462,-0.24320992718413115,0.055167458541385765,0.14035151785240021
Lamtor1,-0.20947575710988545,0.11926322910933994,0.4855499646808495,0.16543008460804298,0.18946414668378928,0.35958085453955685,0.3749058417179284,0.0029191718992250403,0.01310728552711619
Rgs10,1.739472464958989,1.9090370520456084e-4,0.007884916507969724,5.1385866168748136,5.848849682200576e-25,1.277902328125677e-22,3.3991141519158243,1.353392625376593e-11,4.52845172451008e-10
Tial1,-0.18173267908132962,0.4519348857155361,0.838294120446995,-1.2354787717815474,3.754190055313075e-8,6.85715084706401e-7,-1.0537460927002178,2.7422821707237476e-6,3.300602929223619e-5
Bag3,-0.54279519854415,0.006481768602035267,0.0922668185912931,-0.42960318108750617,0.021834656545713045,0.0706373612627293,0.11319201745664388,0.5385019712699748,0.7069317309594066
Ate1,0.09010465832239428,0.4173748788241259,0.8180652099641241,-0.4209754775306559,4.303570834302421e-5,3.781401425569503e-4,-0.5110801358530501,7.599351936144178e-7,1.0656928574324569e-5
Tacc2,1.3219574218529109,0.011240212941505819,0.13121602933530804,2.5150644880931337,1.5017613804100794e-6,1.925952533387758e-5,1.1931070662402228,0.029238926396337267,0.08514660376165753
Ptpn5,2.3927356288738966,0.015989207678924727,0.16414419705415126,2.513548155686576,0.01118315971631741,0.04134492147700015,0.1208125268126794,0.9060811471185424,0.9483101402122748
Acadsb,0.30048862503594526,0.3555342916003293,0.7771158775684192,-1.006409563335496,8.644666189009996e-4,0.005002005945251405,-1.3068981883714412,1.6594155443764733e-5,1.615950061549383e-4
Plk1,-0.5289304827239988,0.09055424910607149,0.4254955477447975,2.657442820035809,1.7576200343967174e-19,1.738726893967281e-17,3.186373302759808,2.5233808908866366e-27,4.690684700503714e-25
Dctn5,-0.02185058421838564,0.8979649706021215,0.9810843935640065,-0.2842347377477753,0.07438424288910497,0.1834545609640973,-0.26238415352938965,0.09961747642999057,0.21894382299970339
Ndufab1,-0.15075411020118806,0.4898145705290278,0.8554039576037291,0.19058140810978336,0.3508256624097024,0.5502882654291917,0.3413355183109714,0.09474907113996335,0.21067942054380476
Ubfd1,-0.2086716878359933,0.29484894128807176,0.7250966768051336,-0.28959189821186704,0.11961026075936336,0.2582163431455301,-0.08092021037587376,0.66279792335404,0.7981436160449932
Ears2,0.36167185335604124,0.13719714550718726,0.5205459521230572,0.4871133399849756,0.032217231121464525,0.09598616268733474,0.1254414866289343,0.585098139833823,0.7428055759159098
Gga2,-0.40380488011197485,0.3424421645193407,0.7677762724528475,1.2288668187691347,0.002283976257113873,0.011244445030431854,1.6326716988811096,4.824317064684918e-5,4.0476842774412583e-4
Mettl9,-0.018740291261162008,0.9268624721370123,0.9855771987700338,0.8512898976596207,1.1355983119480228e-5,1.1573025800262101e-4,0.8700301889207827,7.485911709622211e-6,8.071250057389255e-5
4933427G17Rik,1.9202178950261417,0.25725387341618156,NA,0.34019408070485613,0.8206081820672628,NA,-1.5800238143212857,0.33285990975057395,NA
Cdr2,-0.2638549690390697,0.5738036111710584,0.8942121492084174,0.023837644982913884,0.9570462146947366,0.9808775476582042,0.2876926140219836,0.5133159818556852,0.6875949893093557
Mrpl17,-0.02285463327167766,0.9218210395709334,0.9851030134732139,0.3782277601838401,0.08281222800985144,0.1982123712839007,0.40108239345551777,0.06597797373603921,0.1600798018832763
Polr3e,0.5170854187610344,0.0010665474576055773,0.027603841098385908,0.07989169962550878,0.5868873503278884,0.7541184657874523,-0.43719371913552557,0.0031609445197850394,0.01399010630053008
Arfip2,0.06698686906497833,0.6907345723918121,0.9323443653233324,0.43145558081523966,0.006192181342545174,0.025811801054685748,0.36446871175026135,0.021169262445841282,0.06602568246064965
Dnhd1,0.04380791104029195,0.8603082081002491,0.9742627735723705,-0.6267728239284915,0.006074497072207418,0.02540398915631842,-0.6705807349687835,0.0036799199809953477,0.015835206187256534
Uqcrc2,-0.10539518302205121,0.31852440693616096,0.7454254414915852,0.22453542170403737,0.02336196409841786,0.07448886791017162,0.3299306047260886,8.641867672511825e-4,0.004704798117836734
Pdzd9,-0.6123436212750292,0.6140494630719606,0.9082280907093672,-0.7371285427575893,0.5146952298137291,0.6972085087965197,-0.12478492148256023,0.9109891784192062,0.9510079676589339
Rrp8,-0.014410315508495988,0.9427601084648729,0.989249720421629,-0.05343642747388656,0.776110300374152,0.8811217865722564,-0.03902611196539057,0.8356073052344715,0.9085403403244757
Vwa3a,0.024051990249816687,0.983089138441468,NA,-0.15117034235762955,0.8857403956391188,0.9427433614994309,-0.17522233260744624,0.8677551631210773,NA
Ilk,-0.35193785377666814,0.00216738169871628,0.04505158594867491,0.11079506642601125,0.3029229919640507,0.4984998919838277,0.4627329202026794,1.6584916652725214e-5,1.615950061549383e-4
