Gene,effector_vs_all_log2FoldChange,effector_vs_all_pvalue,effector_vs_all_padj,intermediate_vs_all_log2FoldChange,intermediate_vs_all_pvalue,intermediate_vs_all_padj,memory_vs_all_log2FoldChange,memory_vs_all_pvalue,memory_vs_all_padj
Ttc1,0.27516610398530505,0.05908998137231781,0.13607404964864342,-0.050865169780488786,0.7453463589080487,0.8891660683336848,-0.22430093420481628,0.1520121398453779,0.4201376699938509
Sox15,-0.17982836698688173,0.9240075205044901,NA,0.4864804711314422,0.8069549933542549,NA,-0.3066521041445605,0.879570988065367,NA
Cdk13,0.719922240647828,7.88315357883989e-5,5.015432511310208e-4,-0.2765690256555872,0.16101322369562165,0.3953252195236414,-0.44335321499224073,0.02465499829432978,0.1307371580256228
Katnal1,0.434091948819223,0.05590295627695451,0.13002172720471467,-0.13906294215448672,0.5720563080599064,0.792653828512539,-0.29502900666473625,0.231621882821931,0.5357116022495354
Gtf3c3,0.32719313877105666,0.03840473062640666,0.09663752161554799,-0.3973125293734414,0.019594600079785203,0.09917852755227217,0.07011939060238474,0.6793403001666694,0.8727054944701852
Sntb2,-1.148235677705933,1.2170116590923317e-8,1.8246009108199344e-7,0.5273068376996194,0.012846139273328703,0.07389510948407832,0.6209288400063131,0.0033227393870991807,0.02994567595780743
Slc7a1,-1.0826268240988015,1.0188107530875039e-8,1.546865546806417e-7,0.6019636257108029,0.002876446438947815,0.024792608469622824,0.48066319838799804,0.017293320370853404,0.10173907753436927
Thoc6,-0.7501601252365263,1.3352633337704035e-4,7.998187190849398e-4,0.5798869463119759,0.00567726968149402,0.04107764833762239,0.17027317892455102,0.41720232917698447,0.7172519933791088
Ak7,-0.6966488565400393,0.5800434777959924,NA,-0.9331971472642248,0.4961214359001073,NA,1.629846003804264,0.1974040855591779,NA
Pcf11,0.7031397233921308,1.1433248193318826e-5,9.031661138955031e-5,-0.45233977793276325,0.008671802260534963,0.05583347964764312,-0.2507999454593675,0.14509076003696894,0.4095360263972444
Atp1b2,-0.19322046097561346,0.7985160070466218,0.8826304361627755,1.3055148040421334,0.10208389705641657,NA,-1.1122943430665198,0.1816712815559763,0.4657481660097449
Atg2b,0.2818545395741804,0.030142002019995073,0.079426990467749925,-0.448010546511082,0.0014583841087642587,0.0146488465808627,0.16615600693690166,0.23305164198846004,0.5379531973172358
Ankrd42,-3.0870565771348164,0.10111217506122999,NA,3.299385116516348,0.07030206913920893,NA,-0.21232853938153207,0.9119581416426088,NA
Wrap53,-0.052734212897718805,0.6767138618294211,0.8001893558715267,0.1264907174289444,0.34961663788564357,0.6186429211011981,-0.07375650453122559,0.5861222719756445,0.8283344522879157
Bdkrb1,0.990445423133858,0.07106738776777795,0.15707418199451145,-1.014990345971726,0.1060740397399155,0.3057301729295187,0.02454492283786792,0.9672806394485236,0.9903383227917122
Rap1gap,-0.08746810226640464,0.8730621437716973,0.9286262982553863,-0.09675118395168239,0.8687224473305205,0.9411109408167116,0.18421928621808703,0.7483608874867205,0.9032213872507631
Tmem29,-1.0669772948001455,3.4529744521392563e-7,3.8785887325722205e-6,0.7626887317306283,5.13379054538999e-4,0.0064168254976100444,0.3042885630695164,0.16617923519123304,0.44247115509884544
Rgl2,-0.3428370346633865,0.07919182847069557,0.17108414311841094,-0.002599018670005047,0.990099670792941,0.9960753700788892,0.3454360533333915,0.0987466267780299,0.32697805729561213
Ssr2,-0.5597174998002422,3.594635760628883e-5,2.475076644405345e-4,0.5281126999336945,2.6709958687317346e-4,0.0038313020998994225,0.031604799866547725,0.8274532020185148,0.9380123001853368
Nutm1,-4.415125245594053,0.0029484666236292987,NA,2.28972741789986,0.08054751768261129,NA,2.1253978276941927,0.10480776095700711,NA
D19Bwg1357e,0.04571726283194188,0.7756417351999702,0.8677113535961701,-0.039134477044386745,0.8200814788961491,0.9240611158901392,-0.006582785787555134,0.9694703032889572,0.9910794558071264
Myzap,-2.240748831130769,0.005155425046730477,0.0184139942458579,-0.2688777973461742,0.7497045946336901,0.8911518035287247,2.509626628476943,0.002657959974447483,0.025322163541228872
Shtn1,-4.355192253685407,5.124594512209041e-11,1.1376980827848473e-9,1.213845148517674,0.040005934222356224,0.16254305493164803,3.1413471051677324,7.165106065873847e-8,3.61765585804351e-6
B4galnt3,-0.43370807525557237,0.8801115039958473,NA,3.2024358260708876,0.27842884638386367,NA,-2.768727750815315,0.3709802837911936,NA
Ccdc9,0.24387366950775807,0.33221965536880577,0.5011406369948239,-0.37640532047785835,0.16450948320648867,0.40033094079739606,0.13253165097009964,0.6246296002812006,0.8468243130021385
Ninj2,-1.8984340220306302,1.1429230571309258e-5,9.031661138955031e-5,1.1317069757086993,0.008559924051562187,0.05541143175592858,0.7667270463219308,0.07572268194025542,0.27794335116676416
Mdfic,-0.2545923646656094,0.19516825014519412,0.3425050807719951,0.35562281693319464,0.08919803725557644,0.2747930684577551,-0.10103045226758518,0.631010908387964,0.8500721479905837
Mettl18,0.3081885706572112,0.08503483624955605,0.1812808336800388,-0.2922359640123626,0.13075830211292067,0.3492203434479223,-0.015952606644847944,0.9338798264252335,0.9784020733601737
BC055324,-1.5641164753434458,2.2259182329328206e-8,3.152533680729203e-7,0.8220261079186406,0.005321151143107738,0.03911989556698923,0.7420903674248052,0.011937502239785427,0.07818506139851988
Wapal,-0.1790655535260512,0.20485286079243956,0.35491188994849115,-0.10708376963912397,0.48014559410060875,0.7270600933192939,0.2861493231651758,0.058914973039141595,0.237067140019697
Dicer1,0.4528217415144733,0.0017892283624295054,0.007576415821623026,-0.02388538275619973,0.8783703154623604,0.9457641461896158,-0.4289363587582729,0.006115302769834096,0.047766430908378676
Pik3r1,-0.7142455794281716,3.1250650055847695e-6,2.830557760253342e-5,0.4525380098232921,0.005839500906233093,0.041884788894105865,0.2617075696048795,0.11091249440880512,0.3511360502425489
Meis3,1.1498694716147937,1.4826263554719245e-18,8.000823429106927e-17,-0.3751576313520953,0.007871459716085034,0.05199376683322268,-0.7747118402626978,4.234398209991961e-8,2.23095526765086e-6
Paqr6,-0.5380022482774557,0.4685817330294201,0.6312024897921991,0.12806378164704885,0.8688346304012498,NA,0.4099384666304066,0.5895575633620358,0.830048429574797
Hibch,-0.24568238436681847,0.20534984615145394,0.3554292187855713,-0.06884540121303136,0.7406844557732344,0.8867588571602373,0.31452778557984984,0.1299039874764395,0.38457931013243485
Nthl1,0.24173053546022327,0.34453819895404486,0.5140465840511188,-0.19010756455430983,0.4932107843521454,0.7355586500950997,-0.05162297090591279,0.8512082603641026,0.9462908503691149
Ccnb1,-2.570563726034527,6.304737986940482e-17,2.8238921443506415e-15,1.754053488226477,9.521494935541576e-8,4.2912963696445215e-6,0.8165102378080487,0.013017812716114338,0.08302587505872705
Cirh1a,0.12143286256887119,0.4867176532909773,0.6476232097028539,-0.17864278182631008,0.3404680245619156,0.6089689926088759,0.05720991925743825,0.7598911703893555,0.9077798569006057
Mfsd6,0.11236945938263267,0.48952242009232133,0.6500358492717188,-0.21563230334530384,0.2191241503254555,0.47341411885653856,0.10326284396267181,0.5524994857390624,0.8085358327888718
Gk5,-0.31913702843419917,0.5673881895448136,0.715412558201188,-0.7742506864935881,0.19211610638933474,0.43877986754520654,1.0933877149277869,0.05926174062811049,0.23791606228334
Arhgap32,-2.7111883875657328,0.002234879820659708,0.00912241017660743,0.583129465911721,0.501502370807148,0.7413630705622895,2.128058921654012,0.011907303297868613,0.07810406356370576
Mmrn2,1.4206772032022792,0.37528460233010397,NA,-1.175961456999282,0.516965908915193,NA,-0.24471574620299713,0.8892271226995905,NA
Rpl21,-0.4274667043499445,5.716529096666874e-4,0.0028401923265636083,0.2588064350217269,0.05164487119668614,0.19168409054324873,0.16866026932821634,0.20468723254775806,0.4981414521790139
Tardbp,-0.20256583100709552,0.11149635772356488,0.22571398248309474,0.1852862629478279,0.17453951076458082,0.4137065324509858,0.017279568059268908,0.8992270455743122,0.9646629433020035
Cacna2d4,1.084372858650685,2.1658334291352509e-4,0.0012179578606243096,-1.061319400085781,9.831229871556553e-4,0.010795606869550342,-0.023053458564903786,0.9422645150141465,0.981770698962108
Fam35a,0.004692437170819907,0.9802660959122512,0.9893221819718282,-0.1361469866756439,0.5044295478815484,0.7432768324746687,0.131454549504824,0.5169184378391269,0.7860237443033261
Dcp1b,0.9254613045987359,4.160845725917308e-9,6.81405045937244e-8,-0.1413622040536593,0.40440823528598946,0.6671062646363092,-0.784099100545076,3.926423323770057e-6,1.1942870943133924e-4
Syt15,0.15074013754445895,0.8472422909318982,0.9129065374944695,-0.6790407942931265,0.4351038099787289,NA,0.5283006567486674,0.5248289820455341,0.7907176952415534
Serpina3g,-1.6657760781815287,1.2171484426028558e-19,7.417153570636995e-18,0.3245058743708403,0.09868382151822368,0.2929428676569034,1.3412702038106883,8.447656105578383e-12,1.0803133939396588e-9
Zfp281,0.34910497211601427,0.003089256552345564,0.01197471233055455,-0.4182352364555477,0.0010499029971688181,0.01138518121542686,0.0691302643395334,0.5852282286234701,0.8274386589313272
Stx3,0.5454784161221186,0.023980056984574293,0.06592399891600936,-0.6706245683085985,0.012508004231541947,0.07248861639815346,0.12514615218647998,0.6302042136341024,0.8496748632667709
Cep78,-0.5918186294573892,0.021055287330935972,0.05929370132364805,0.7554400185676752,0.005542352193785181,0.040288936073476285,-0.16362138911028676,0.5502101468873475,0.8070731558494917
Kif14,-2.5584992800757314,4.553986126770435e-11,1.0173218883693157e-9,1.9182133090043916,3.1758583064037223e-6,9.011208176326912e-5,0.6402859710713396,0.12024884382105634,0.368507913896258
Rrp9,0.07997538623123725,0.5427279309198951,0.6939914074913169,-0.12324245148820097,0.3821294509319126,0.6479736076304682,0.043267065256963735,0.7586015919347967,0.9074390139692678
Irf8,-2.8819649745894624,3.1126900117195796e-9,5.177990181055524e-8,0.26029260218973316,0.6171458272063982,0.8194006034695829,2.6216723723997295,4.7307318204853667e-7,1.9053430228713477e-5
Rnf123,-0.2975509760814445,0.05765906833096594,0.13336171807611488,-0.4044690490267604,0.016102423970242526,0.0867255248747146,0.7020200251082049,2.8414607433024517e-5,6.431833620498573e-4
Ago1,0.8241783812283229,1.1169084571718623e-4,6.829512003705306e-4,-0.28734559825869166,0.21293765663120512,0.46561209716757257,-0.5368327829696312,0.019905312720447647,0.11273854743930906
H2-Ob,-2.636736505763717,1.3197195097773522e-10,2.7686293603244784e-9,0.1948995237986988,0.6505898660077641,0.8397620355376089,2.441836981965018,1.1165841304184763e-8,6.769049814855261e-7
Sox5,-0.34248589140118535,0.5474232771642032,0.6977047331346564,0.2021357655324267,0.7390889905637705,0.8861203419134913,0.14035012586875867,0.8183936451164435,0.932872912325315
Fbxo2,-1.1281730475197291,0.11265573701915013,0.2276494681293812,1.5021068489564835,0.03327721458264054,0.14317305189415544,-0.37393380143675475,0.6126187647661198,0.840028944046564
Gltscr2,-0.017941660915755574,0.8550335910343867,0.9178463821948889,-0.09820045551329115,0.3512523883307297,0.6197107914607582,0.11614211642904801,0.2700015969926964,0.5809195602741054
Serpina12,-1.8667370024763015,0.015346345649256585,0.04593903569792497,0.5934179690662383,0.4407499343579135,0.6953348954272723,1.2733190334100633,0.09362500781750312,0.31635682487225736
Camsap2,1.1292175688741468,3.6717198674047e-11,8.348037201068859e-10,-0.42032432053779023,0.0241060373150499,0.11466037755023277,-0.7088932483363565,1.5602390806326326e-4,0.0026309325017019945
Sepw1,0.4504921286665473,0.0013967851832926374,0.006142563412830361,-0.22022477381085967,0.14538104700001414,0.3719277178947779,-0.23026735485568636,0.12786004692061886,0.380652409273211
Crx,0.9445954302255193,0.1412715152544726,0.27011006184727965,-0.7707003671051402,0.2836389046146392,0.5515634477054808,-0.17389506312037875,0.8042668177208362,0.9267184903958599
Sdk2,0.6405963565783374,0.36035763016948497,0.5301935864430067,-0.9709268166163229,0.21646085359203815,0.46984583064185903,0.3303304600379855,0.6633219460428647,0.86520253831678
Tmtc4,-0.12119044331510791,0.4907758335306278,0.6510025877026457,0.02603564719527445,0.8901762655367741,0.9517015256963149,0.09515479611983345,0.6138109504958981,0.8402762281388504
Cdc42ep4,-0.7550890012622626,0.016401453559332934,0.04845785652523232,1.198464237258339,3.122899147147293e-4,0.0043278038180920905,-0.4433752359960762,0.1874590886431709,0.47350002757715837
Mbp,-0.21038424743026812,0.22780801647934892,0.38237381732997217,0.01579901829897606,0.9326913823428795,0.9706786660790123,0.1945852291312927,0.29804971873879116,0.6112409074451154
Ccdc64,-0.9532660918960613,3.3106018917830957e-8,4.569548805330196e-7,0.07287094960948573,0.6900703210577658,0.8588044999301424,0.8803951422865762,1.2139808375644852e-6,4.367339686679626e-5
Nppa,2.265864190803263,0.23904222863517227,NA,0.7688140620352812,0.716258687623784,NA,-3.034678252838544,0.17428552522061147,NA
Ccdc74a,-0.5090326374174514,0.7585866513169945,NA,2.3134678063859293,0.17926910134351853,NA,-1.8044351689684777,0.32736775073297947,NA
D11Wsu47e,0.1855888808574918,0.25068358537601787,0.41106946724852955,-0.05352114961550402,0.7578590977349824,0.8952329340333693,-0.13206773124198715,0.4472412689908968,0.7395550214925642
Gucy1a2,-1.6920362226748271,0.22373238175390792,NA,1.0723830097714269,0.42170499004441747,NA,0.6196532129034003,0.6450659719102504,NA
Ggact,-0.3875043790791723,0.2232291628593369,0.37683724505680577,-0.14583202557813907,0.6672162771857497,0.8471783352899903,0.5333364046573114,0.11467127475229665,0.3582509647766053
Fam104a,0.11543581284310149,0.41565795121223975,0.5836150355735492,0.019400254605743752,0.8985375934057762,0.9549264684575925,-0.13483606744884588,0.3754914533576936,0.684915175723768
Mrps27,0.10643643047407404,0.5565678686325111,0.7059947560478667,-0.21217169332997746,0.2755565824131018,0.5419599877545415,0.10573526285590407,0.5856997449355604,0.8278708778758385
Kctd12b,-1.4755354221115837,0.07146990623257272,0.1576691156004556,2.293050996108522,0.00464727227750643,0.035754792995025965,-0.8175155739969381,0.33993317860405087,0.6512518085543211
Gcn1l1,-0.34999377272579785,0.022411843985520753,0.06248015391537776,0.22400056388720388,0.17274516507605994,0.4115866643836433,0.12599320883859397,0.44284409085454163,0.7354405978979028
Kif21b,0.17732250719840914,0.4109252670247212,0.5791136538230061,0.04713467793370078,0.838530458408662,0.9291840149512747,-0.2244571851321099,0.3318865000601648,0.6441086825836884
Ddx24,0.038888389911342275,0.7344404908086797,0.8397560072501788,-0.0974130571350049,0.4282972213223883,0.6880006653256145,0.05852466722366262,0.6339501881078685,0.851422560034485
Klf8,-0.960065756203364,0.03686089225385583,0.09343516491512183,0.145922532509035,0.7633919562887516,0.8985602973757607,0.8141432236943293,0.09273916986531655,0.31436187413677397
Pcca,0.40921151079468643,0.014769709563884814,0.04451785271644689,-0.6968262081392295,1.293040648922276e-4,0.002105286811528007,0.2876146973445437,0.10859545697022116,0.3464654524927768
Pnpla3,1.092234450806926,0.02491398947611505,0.06815682324844667,-0.2922828316442017,0.5892137351976268,0.8013501264680938,-0.7999516191627243,0.14500036335684596,0.40952997457689955
Slc39a11,0.2323492897323486,0.18891052417009258,0.3348689968369822,-0.5520700533510602,0.0037457964187674036,0.030256305722293174,0.3197207636187116,0.09178092120977403,0.3124455853746454
Rragb,-0.2980061754120474,0.17287474582171222,0.3141949080756132,-0.1442522891488739,0.5357376322442633,0.7666823334587277,0.44225846456092127,0.05456193271869296,0.2246701400779084
Pyroxd1,0.25263511953042384,0.09877217262803556,0.20469661594029903,-0.1391172488128011,0.3981701739887248,0.6618537984302776,-0.1135178707176221,0.4905203799556957,0.7692794913558989
Lrrc18,-3.714067405201637,0.05498073921128096,0.12839349891935736,-1.2349679575827004,0.5436533738564786,NA,4.949035362784337,0.007042344406419552,0.05272729658139767
BC006965,1.092261283736111,0.3034794551267169,0.47070711782964764,-0.6105906785872551,0.6067699484605185,NA,-0.4816706051488558,0.6817588046937897,0.8739694197095005
Lrrc29,-0.46174572471736025,0.03192173911609395,0.08325955422971891,0.3563610850702212,0.11407642182994975,0.3200884480163363,0.10538463964713907,0.6411673971194962,0.8555845258673785
Bivm,0.3475773583612725,0.07515114718641264,0.16415605376637027,-0.12106508583500732,0.567880341330774,0.7896893765527464,-0.22651227252626518,0.2819575986858427,0.5939518010070896
Fcho2,0.6659909061422283,1.9480569938633668e-5,1.4399934518390033e-4,-0.3506623515010811,0.0378140435724313,0.1565717052695634,-0.31532855464114723,0.060946085909801134,0.24233683685053148
Kcnj2,-1.171606629799499,0.6313911221104482,NA,4.62271487224661,0.058111668646644604,NA,-3.4511082424471113,0.1895285803885995,NA
Rasl12,-0.3435000831146778,0.33124890776445404,0.5000130955858083,0.3474367823011175,0.35601464227530916,0.6232110312635926,-0.003936699186439134,0.99167647129017,0.9976249373990548
Cox6a1,-0.3779606486159246,1.1279579841472251e-4,6.880658918618211e-4,0.47934293502323705,4.843726975149976e-6,1.2830512902318054e-4,-0.10138228640731374,0.33387541360529416,0.6457971024346835
Lhfpl1,-0.20555080935979814,0.8540973199119554,0.9171116322171167,-0.980413080648381,0.4167634052058219,NA,1.1859638900081788,0.3139587429792625,0.6274876998627287
Btbd7,0.5656524414963049,0.015034674050463031,0.04517742974569299,-0.3040679124825916,0.2293176411136898,0.48669391477830126,-0.26158452901371326,0.2991796181907106,0.6128407471882673
Zic5,0.412098361893676,0.74742340215899294,0.8489643608862435,2.8005170782419926,0.03754032449166886,NA,-3.212615440135668,0.03759241022104626,0.17478549136218588
1810011H11Rik,-3.881029560296332,6.919899809684471e-5,4.4596016183563665e-4,2.446804695906538,0.006152705416850899,0.04362956660348159,1.4342248643897946,0.1103503322158918,0.3501155053282188
Trpc5,2.1175699599835616,0.14414330186907243,NA,-3.048645358729543,0.08816613828298321,NA,0.9310753987459807,0.560384805073824,NA
Ubr7,-0.15856566833322597,0.12005437342377243,0.23936217034309937,0.16671016571142788,0.12638693436967696,0.34189116953968457,-0.008144497378202544,0.9404835504582324,0.9811553631204204
Gm20604,-0.2816767627550753,0.04731146870140949,0.11400138045789171,0.240552468046101,0.11240877159437455,0.3175011788412225,0.04112429470897369,0.7861779939578614,0.9188751591623006
Alg13,-0.8077493069820098,1.814675080457382e-5,1.352963742882832e-4,0.629510506101662,0.0015618391603581293,0.015389757353871072,0.17823880088034777,0.37159125160220885,0.6814904980708363
Pi4ka,0.8585013046075608,9.334364952679537e-9,1.4310733216141534e-7,-0.13674636337681761,0.3954555790933309,0.6597763206222446,-0.7217549412307426,7.4281314189947075e-6,2.030278665534903e-4
Coro2b,-0.5791580164037451,0.5813544379324669,0.7272918169120925,0.19353900729473705,0.8625233341723368,NA,0.38561900910900804,0.7272955888051692,0.8944101546070035
Coq5,0.5510671423941372,1.232792918159854e-5,9.644854987664604e-5,-0.3891889869153642,0.00421932003004843,0.033123952657592305,-0.16187815547877304,0.23258735480667578,0.5372353930406011
Tspo,0.34427260961293876,9.668267556225113e-4,0.004467801948344832,0.14292898331589957,0.20147495814775623,0.4504290617166731,-0.4872015929288383,1.3483225699518846e-5,3.36504436261496e-4
Rnf10,-0.7631469614832264,1.7229181503620572e-4,9.979890585802335e-4,0.5324878497242516,0.014330030028573432,0.08024618188233332,0.23065911175897488,0.2888533907723883,0.601483675123609
Pde3a,-0.029028012528029116,0.9844465544211354,NA,0.593625043959573,0.7070190458573551,NA,-0.564597031431544,0.7276620388236357,NA
Utp15,-0.23787107142624558,0.056586447728800275,0.13134035590936718,0.03230399486174589,0.8089431881724622,0.9191066485425643,0.20556707656449968,0.12303738855457308,0.37281477818680736
Cd1d2,1.3855771551885256,0.06771328548370027,0.1514159269731,-0.9975390096928907,0.23306976319083977,0.49139006750567704,-0.3880381454956349,0.6379320046515913,0.853890191878362
Trem3,-0.85652459556443294,0.4899944456955233,0.6503390427102634,1.065161476061025,0.41610456940827956,0.6772043070681745,-0.208636880496592,0.8744873920544443,0.9551757549123355
Plekha6,1.7421568705593136,4.185561865740669e-14,1.3734162341869929e-12,-0.7692123285899372,0.002712429737203701,0.02357494129892697,-0.9729445419693763,2.1140693201947663e-4,0.0033458441273543187
Gpr155,0.14027581652633667,0.4056634089348801,0.5736731892396647,-0.20338300649667657,0.2639569985194328,0.5292930248606953,0.06310718997033991,0.7277803175843288,0.8944101546070035
Tpp2,0.12833809621768572,0.23197280906146148,0.387652723360241,-0.050656320975353955,0.6602199634654409,0.8439460877938293,-0.07768177524233047,0.49995678936941507,0.7761158027425262
Ubac2,-0.37232103537436784,7.64018989390932e-5,4.8729669682904723e-4,0.0512018930734862,0.6115953043118569,0.816185085181132,0.32111914230088295,0.0014296474362290685,0.015538103649338265
Ppp2r2d,-0.10000892874731677,0.5458019530764779,0.6963318230661667,0.3352500395009665,0.05766248593921421,0.20568800042873175,-0.23524111075364904,0.18440504271091734,0.4694197461414558
Enc1,0.860134605561529,5.633743456768216e-4,0.0028045053562506077,-0.7874814616262863,0.004350124382184723,0.03390480401934349,-0.07265314393524266,0.7882163305016103,0.9196100597108757
Ydjc,-0.7575307861486684,9.315227390953446e-4,0.0043269798790853495,0.36661348803162586,0.1276905225806864,0.34362408023660307,0.3909172981170425,0.10310800538857451,0.33608414035494427
Mapk1ip1,0.7721062018872692,1.1497435261637363e-5,9.074363442620925e-5,-0.5051070788925207,0.008301141388836792,0.054073920173868154,-0.26699912299474843,0.16056728385160018,0.4341263600432153
Cir1,1.0299797754545377,1.8685098026306477e-8,2.6996952922524746e-7,-0.5575383114194863,0.004764257862775295,0.036331263123243286,-0.47244146403505205,0.016634353777460864,0.09928263878812066
Tram2,0.6805480914994771,4.986874378442646e-6,4.335023841056694e-5,-0.34670892788171664,0.03178089798808719,0.13861463753626022,-0.3338391636177605,0.03827308317706287,0.17712444661228346
Cpsf2,-0.08319788978228343,0.43198812965744365,0.5988007219298074,0.22095240347497525,0.05134338613755928,0.19117296720615642,-0.13775451369269118,0.22490931048552903,0.52672251299378
Lad1,-3.3899731532176824,0.01440026972515458,0.04358027574254551,-2.438586022611219,0.08493516968768947,0.2672853579182116,5.828559175828902,2.0656669592849118e-7,9.162148133334597e-6
Abca9,-3.1345754247829647,0.007471457561892113,0.025304089542317408,3.2428687698962344,0.0019225536188779188,0.018250174737443687,-0.10829334511326959,0.920608562847299,0.9744479229751497
Phlda3,-0.9924769300945874,0.03586992275613115,0.09155799061103372,1.232678303904238,0.01340472349615753,0.07626419525859987,-0.24020137380965068,0.6323822512657944,0.8509565555719305
Efhc1,0.3205341242370131,0.7793395802390661,NA,0.34527308678199997,0.7815871653764007,NA,-0.6658072110190131,0.5987235639782851,NA
Poldip3,-0.4323821485336082,3.5279980498206554e-4,0.0018634319888144713,0.12741636356271865,0.32551236231108793,0.5939221567453907,0.30496578497089083,0.018527249597792242,0.10663515537231277
Fam169a,0.5777531375775384,0.18346952347439752,0.3278965866141074,-0.26698476876332206,0.5773449089914835,0.7951307587026306,-0.3107683688142163,0.5145865401312104,0.7844918769665586
Oasl1,-2.429226451645469,0.002514904034459479,0.010068016958822989,1.2966138168454493,0.0996851220191154,0.2945476961474552,1.1326126348000194,0.14597235993311697,0.4104826987781736
Sytl3,0.12213708809469839,0.2336496442318175,0.3899093727698624,0.2616781274711692,0.01731582486220443,0.0912526409877472,-0.3838152155658689,4.886316827514716e-4,0.006663731830832229
Ptpre,0.7519799787914485,5.636802648446449e-11,1.2452399044336202e-9,-0.3451290517402806,0.00533777212415926,0.039186505551724427,-0.40685092705116727,0.0010135096387635806,0.01186944443257883
Pdcd7,0.23680650303425577,0.1680755222653244,0.30777332532001633,0.026329175614931966,0.8869380285901727,0.9497725980949682,-0.26313567864918774,0.15667642060725423,0.4279852196830926
Haus1,-0.7655495793646849,1.595151445819762e-4,9.330307967125973e-4,0.39853012222297346,0.06516172636407029,0.22371220075740067,0.3670194571417114,0.08925757123396239,0.30734304722780004
Rpl37,-0.3379666646228928,0.1949807320018667,0.34230567329053735,0.18619807247531917,0.5050558115685199,0.7434616888076514,0.15176859214757304,0.5868134200082786,0.8286427918550046
Fhdc1,1.8649094026981268,0.1275140234754375,0.25025098527614614,-2.942198982908506,0.06905162075147263,NA,1.0772895802103797,0.41620709485341195,NA
Rhod,-2.7264974393896533,0.19646441608081278,NA,2.0269267891358096,0.3340904953724746,NA,0.6995706502538434,0.7428438935642565,NA
Smek1,-0.16254598145285593,0.21224620449882525,0.3638158247034972,0.29628728216617095,0.03361736472231146,0.14427722993850978,-0.1337413007133144,0.338207149162162,0.6502208854563554
Card6,0.5673859445782058,0.021183034871731253,0.059625334290956344,-0.5580793375475315,0.034986668578087625,0.1485142532680001,-0.009306607030674232,0.9719051239360762,0.991428108958373
Tcf20,0.5528732067877653,0.0023997765710272174,0.009679062820018828,-0.4014481079634415,0.04059337633525085,0.1641150308468059,-0.15142509882432384,0.43901392443222603,0.7336988019607047
Oosp1,-1.9560247897966474,0.4857241824075215,NA,-1.9117001046825692,0.5262018086522282,NA,3.867724894479217,0.17741712658705877,NA
Mcm3,-1.9732006176855994,8.490036522507085e-26,9.274847215685179e-24,1.3346494538593874,3.072605696876008e-11,3.0823190955306483e-9,0.6385511638262135,0.0014855979969834216,0.01598751652773314
Ankrd13a,0.41826888565894577,0.001863876872342089,0.0078443077389901035,0.07595888929107146,0.5991063380828192,0.8076479393321833,-0.4942277749500166,6.405502707047603e-4,0.008239677491003966
Il17f,0.8014399944151457,0.09866409422595723,0.20452877122152904,-1.1582206639346337,0.03392854570574612,0.14524289910855379,0.35678066951948867,0.49408131280136125,0.772401588318002
8430432A02Rik,-0.05015992383904022,0.9604891351799827,0.9794037191738515,0.4473887091007021,0.6760819587552711,NA,-0.3972287852616617,0.7168177326088198,0.8908394939663035
Ipo9,-0.27723141014496633,0.0040638967983804885,0.015030713261722716,0.14267527409654693,0.16737827334168098,0.4049285051962302,0.13455613604842,0.1919035081264356,0.48003276161838265
Ndufa7,0.28697313256917406,0.06521530579379933,0.14724605149359912,-0.06628219667016405,0.6914458586444914,0.8591410944592613,-0.22069093589901068,0.18633143960809598,0.4719570365669859
Shisa4,3.9883079847289076,0.012560162046634382,NA,-2.6156883156091832,0.17679386810541584,NA,-1.3726196691197248,0.47845154245168275,NA
Git2,-0.26742819492755365,0.008102858107563579,0.027057416494301923,-0.03245804175934651,0.7642642651428411,0.8989065853786713,0.2998862366869001,0.005519682141920383,0.044299052279635875
Lman1,-0.1467345901143045,0.4408556318298821,0.6068045908547327,0.22838681617781634,0.2633365354076276,0.528747390115341,-0.0816522260635125,0.6892423944888377,0.876727186386169
Wipi1,0.17051776371288435,0.8641033182308446,0.9227574568365845,-2.136648672685513,0.05074226189388622,0.18975262871285156,1.9661309089726287,0.06346426945100737,0.2490801973077171
Gpr45,0.2064215248942759,0.7616272622384506,0.8576564443912056,0.1788784243480951,0.8096702164995802,0.9192771815467953,-0.38529994924237126,0.6079852012291853,0.8381888826766609
Tdrkh,-0.8612491330135922,0.06471230756205512,0.14627626826668932,0.9343669115394599,0.05695513541063827,0.20443028001447022,-0.07311777852586805,0.8821588637879876,0.9569703973896166
Ammecr1l,0.30905498118282654,0.00199378548568586,0.008298578193353905,-0.20964627486981977,0.05211146031854651,0.19255138895799118,-0.09940870631300674,0.35528818063440326,0.6671862108882476
Slc16a6,0.4387385489742366,2.7266395902910288e-5,1.937741963492823e-4,-0.0949602443497011,0.3990279647564897,0.6627375633705289,-0.34377830462453485,0.0023105545391436805,0.022678384048065707
Metap1d,0.02043843905191812,0.9156765119612378,0.9537506571928125,-0.5519135600399201,0.008193682273761048,0.05362102932437312,0.531475120988002,0.009914003668844274,0.06827568564392755
Rnpep,-0.24780788203628543,0.14216785466652493,0.2711389487125251,0.11569273736464365,0.5224718645610005,0.7566984931127977,0.13211514467164112,0.4650917907124554,0.7516577194706102
Fam222a,0.4897091475642361,0.7052353905950137,NA,-1.1226221881854423,0.4512421298927518,NA,0.6329130406212065,0.6554036042944631,NA
