Gene,effector_vs_all_stat,intermediate_vs_all_stat,memory_vs_all_stat
Epn2,-1.1010259945785605,1.8367068581468446,-0.792429777925417
B9d1,-2.2793203595060194,2.5423230543849855,-0.22526630797682623
Sec24b,-0.6489259286710934,-1.734407884536872,2.342042931762273
N4bp3,0.22657767940641757,1.68823556368784,-1.8948199829628811
Rmnd5b,2.639529425537345,-2.4204530740057835,-0.03561290485714558
Nhp2,-2.167445094158262,2.2913581916601244,-0.26747107249792945
Vps9d1,-0.791582054951632,0.37261352788330304,0.3665043957889853
Zfp276,-0.29007902862230567,-0.04452629170164905,0.3151801276814098
Mfsd10,-2.5469691667373864,0.6624482350285971,1.7226394972851196
Luzp1,-1.2147353647616408,0.9676705637592815,0.16427334804624924
Kctd10,4.57329369783182,-2.3012189702526022,-1.9585865641113573
Poldip2,-1.7275518888543107,-0.05561472768391381,1.6730446721200383
Ift20,3.463080740177761,-0.58854768157692,-2.627871344521596
Pcbp3,-2.992631797353785,0.6733085277635406,2.2078130224632284
Lgals9,0.8364115394837989,-0.4612246533434462,-0.3185745105463344
Araf,2.5673542305994768,-2.675095987268599,0.28498055477928624
Cfp,-4.2867580740749105,4.217280362728992,-0.19992802029828505
Timp1,0.008324810929603639,0.8831942419794262,-0.8578761117790967
Uxt,-3.6463231586883076,2.3468830531331903,1.0859305490643092
Cnnm3,2.7423493558073666,-1.631238399532044,-0.8755296560946358
Lman2l,-0.7212947975673394,-0.7347709307949548,1.4141183295274247
Mcm3ap,-0.08088923425187766,-1.0558706439241663,1.1366973264214852
Pcnt,-3.3597176643805073,1.5702153444106146,1.569234931676055
Ftcd,-0.6736053094684693,-0.4095618275845886,1.159779008734634
Mxd1,-1.562149925760101,-2.0327848590602673,3.5079822044177655
Gmcl1,2.1998977977210883,0.888116245191045,-2.9212168334706976
Snrnp27,1.5109245576214285,0.7356248975955881,-2.141776296106044
Oas1c,2.735401509863749,-1.3243374315200516,-1.1990101569385379
Ocrl,0.1772183034020792,-0.16908408162862926,0.003980926532443482
Calm1,1.3769823424617538,1.3598571364185814,-2.6437322203514437
Agpat3,-1.430701409762139,2.0610105940130534,-0.725894141144857
Slc26a3,0.5984767735137887,0.29683741582820006,-0.8251707434109705
Sema6b,2.9908111842917413,-0.3192364903189749,-2.2915072619293038
Uhrf1,-13.739154912661315,7.904624982511452,5.012586825964352
Dpp9,-3.838276933176208,3.211082749611274,0.38311288912257613
Ramp2,0.12901927726957646,1.9741312441004915,-2.084835113799008
Lsr,-7.737857611854863,1.0586357048761792,7.942861889168946
Gramd1a,-0.8374085128714501,-0.2697109376229215,1.0509679398711778
Hpn,-2.3801143310401005,1.5465902746782438,0.9196182627993377
Gabrg1,0.4210265064128168,-0.8873451613041377,0.5430586613946331
Ckb,-5.457004306034143,0.5489130051561607,4.566025322932671
Sp1,1.894452408803939,-0.44245496087180874,-1.3205290423141907
Itgb7,-0.6834997248992187,0.6573679790272362,-0.019989692898180308
Myg1,-0.4320354069097897,0.914990193061663,-0.5111188615390938
Rarg,1.3254762387899264,-1.9225756899288506,0.691920041958001
Pfdn5,3.3987246797210644,-1.8624951252429631,-1.3038397620961457
Efnb2,1.477700947693217,0.15420064675973744,-1.3577274608614571
Rrp15,-1.9625816643274125,-0.2004744393031324,2.038775507349685
Rnd2,0.5556664671275333,-0.5480439955101816,0.05501909656655909
Srr,0.5542227105451887,-0.5570593631300591,0.04108571308369302
Sync,-0.899116892348637,1.7001450540575114,-0.7479438614657118
Fndc5,-2.889782932743836,0.1554388486721946,2.7427831948567603
Acp5,3.080929754737238,-0.4637742454876247,-2.407520956130583
Cnn1,0.37114926863918496,-0.5724402894463542,0.25607632971439964
Fbxo9,1.504954796316088,-0.5208313023306611,-0.8810049573505015
Ccdc132,0.5609534702692028,-1.2871836988955199,0.7675095376703059
Hars,-2.5319999468763577,2.1910539731679988,0.17493752367494467
Zmat2,-3.031649568197056,1.7628711586701127,1.0736747316418491
Ube2c,-12.46586402841796,7.945237922130816,3.7569714604082662
Smg5,-2.0464569607228364,0.1084087814795534,1.8015956557190804
Cct3,-4.705021808204467,2.657124847957808,1.735827840377487
Glmp,2.053771979990019,-0.8716020502136864,-1.0427241650238226
Mef2d,-1.577127146945985,0.39780363345067676,1.0732350955993115
Tmem79,-1.9867130619496396,1.4700213569220864,0.4558801917919113
Snd1,-1.7840627890587162,0.9061354216775147,0.7583052294133783
Col18a1,0.259586099234199,-0.36555585752148956,0.12625979600885703
Slc19a1,-1.9199431266259508,0.8036730873397,0.9965846718700363
Kpnb1,2.2176446083683885,0.41287167819725024,-2.4783446708403316
Npepps,-1.2961747125281498,0.20365137785421847,1.0062325807057344
Tbx21,1.9199995113043276,2.904173885018895,-4.692468467514729
Mrpl10,-2.3493212030433264,1.9684256639294684,0.2270224995248561
Cyp51,-3.880430219937098,2.5972440900730702,1.0330567471023953
Tcf25,-0.7552723955945788,0.20884571740991675,0.49563806279649564
Tubb6,-1.6148269717998656,-0.2703115772136966,1.800845206041786
Def8,-3.3374640809961877,1.6576313954002602,1.4738410850469916
Nkx2-1,-0.12423730081979834,0.1889527903304672,-0.07250913026035642
Pax9,0.7071593919333483,-0.6156751625121153,-0.010365265473537185
Col1a1,-1.1237586804930855,1.8049505459066157,-0.756808179614221
Itga3,-2.4628567125416034,0.26246595736054823,2.138073125118971
Foxm1,-8.49860126557988,5.610681218273612,2.4255499165635777
Itfg2,-1.5202054500795734,-0.45205219080677544,1.8779696485470139
Nrip2,1.229876542801756,-0.6586226266040658,-0.4783373924821495
Tulp3,3.1954563726020457,-3.4718314909649286,0.5545390399129426
Gtf2h4,-2.277609786458222,0.97288892360769,1.1622565484859098
Tubb5,-6.16516914174319,3.7385924976076894,2.0118459722448865
Ell2,3.07478683893572,-2.0089375532328027,-0.7881123770409056
Jup,5.640323357385286,2.161461845340958,-7.160072990919675
Fkbp10,4.058213799784476,1.7601018504531027,-5.479118299835323
Klhl10,-0.3707588713726266,0.4232315350444244,-0.07652076692227047
Nom1,2.089287406116936,-1.2533674071067817,-0.6938515508856095
Ergic1,-2.630667114662343,0.06068226345348693,2.407275199284414
Tnk1,0.8196409099547065,-0.26602280378681714,-0.46613578133130057
Acap1,-2.106072904169602,-0.2971253135948305,2.2619893333221923
Csn3,0.8927657416962631,0.24321770889674008,-1.0606186980126955
Ifrd1,-3.251131027410982,2.42728601393458,0.6172561425374017
Stk38l,2.784598758607962,-1.3729535471391234,-1.2033216835976508
Brpf1,2.4273859127100623,-0.3560494997982562,-1.9027538876189194
Akr1b3,-1.6454395711249927,2.2311974144451665,-0.6954623471019591
Hoxc8,-0.26360063569953646,0.33939293801121717,-0.0877738542427711
Gstt1,-2.8980616212456285,2.7297859690457984,0.01069707333787606
Gstt3,-0.11961553517980729,0.597795999412977,-0.4886711689152525
Ddt,-8.204705964462704,4.215867779741014,3.6264608449140576
Ddx18,1.5237330818773567,-1.0803754117408733,-0.3397046730789358
Ubl3,1.1066722018218293,-0.4708453444253862,-0.5598218968643921
Gramd3,-0.09384502347513952,-2.996999613527065,3.087097234653579
Eef1e1,-1.9053222444831854,1.5888160314373285,0.19303034208999958
Akt1,0.8168530294642768,2.112553994270235,-2.864498514955822
Cldn15,0.34024729653840147,0.3984430670903404,-0.6887832256406426
Il16,-1.1731029796790737,-0.9844448349790959,2.0790712196226644
Tcirg1,0.38656444176935045,-1.2165855110585366,0.856899062410746
Naglu,-0.7818340572091101,-0.8041802371250565,1.5404863109421336
Coasy,-2.000151739096714,0.5463695495446258,1.3260912288005855
Smo,-0.3559910976149905,-0.04276860576977543,0.3811029669151733
Tspan33,0.7488885403473843,0.4255041894637769,-1.1117182063879043
Crnkl1,0.6030302916344469,-0.2674941176415885,-0.29438271625932533
Rin2,-2.126068170331234,1.7519975665649865,0.3018126063816152
Chordc1,-0.017815371225143328,-0.35961953087911225,0.3764711214972687
Rtcb,0.17060510114415292,-0.7748708677234751,0.6163049459024782
Pwp1,-1.9450206803161743,0.7100695072700038,1.1088926194474957
Fbxo7,1.1307850087691045,-2.225292688611606,1.1768964162947833
Capns1,4.343908854337542,0.8018318147761411,-4.814196644798602
Clpb,-5.524695513624099,2.7285074102864293,2.454775565334809
Sept7,-0.7211826378318509,0.6047383102147952,0.06783251979657279
Zdhhc4,0.004570011319137055,0.15483583906382292,-0.15924285235228922
Rac1,-3.9053554987024244,3.0768045875350807,0.5662140396872556
Nup214,-5.01300532414247,2.882115382254331,1.810815371203352
Aif1l,-2.2391982539367827,-0.5563709428629554,2.998097674748121
Cpa3,1.7558845701503798,-0.9727046205886385,-0.6017670063058244
Ltbp1,3.5331605263982357,-2.165617941465949,-1.0922910354234319
Ugp2,3.48863955804876,0.49817215956811717,-3.730527545490324
Kcnh6,0.9061931586575189,0.22584657059202257,-0.9521159109476227
Trmt1,-1.5446786278703866,0.45897028268534695,0.9863396972092807
Nacc1,2.4222571855322053,-0.044459644207369045,-2.20384152220441
Nfix,0.818375751843515,-0.841380553200554,0.08501639544520931
Slc1a5,4.795583397715741,-3.397536539712652,-1.0706656367478318
Uba1,-3.420779887284845,2.749402925733424,0.44333439383841855
Vwf,-3.544695053238183,0.6228731442704002,2.7830361148418805
Siae,0.39539077091245783,-1.537498572538651,1.1786457692192065
Esam,-2.5624061893468433,2.1838958255432486,0.5625008184697816
Spa17,0.6041674474115777,-0.6410557736194689,0.09728575302596458
Fam50a,2.200491907171524,-1.2882960301772939,-0.758565040983876
Emd,-0.22048590708929794,1.2109093529744739,-1.0020985166744614
Taco1,-2.4049940673291474,1.5030137385417284,0.7767016392078392
Grik3,1.2492133945065327,-0.32174742998478817,-0.7795850154612164
Gria3,-1.2757152694079987,-3.0683077957483027,4.7257636356325206
Npas1,1.3341537658712996,-0.652767381586893,-0.5494302985035301
Sipa1l2,-1.7544272907555156,0.75487257026203,0.9148259596325738
Ap4e1,3.137732148170191,-1.963412950291392,-0.9474868197589037
Blvra,-0.5096431659834049,1.9552016131886913,-1.4781079720776915
Pdzd4,0.1860621475437093,-0.540018721268659,0.3745438519623097
Srpk3,-2.1743542557464566,0.7965058929408317,1.2638388592384506
Idh3g,-3.0894084972012203,1.688004449646006,1.1965740353621965
Pnck,-1.8664598154498355,-1.4156126843101287,3.4273382096836706
Ssr4,-2.6575389408427914,1.9917055012314062,0.4933676255657855
Bcap31,2.141763723044201,0.1919091639362604,-2.1883808639754507
Fam98a,0.5267399664361816,-0.6746442831373284,0.1854339808330304
Ltbp2,-1.5174691651552694,1.148111633294444,0.3200540278591132
Kmt2a,0.8913696719770525,-0.4656218411016489,-0.3651474167670621
Ift46,1.1377181862315626,-0.25405456851602526,-0.8058674836088837
Tmem25,-0.9643494821994014,1.3745705131451422,-0.4008840699185592
Cd3g,3.7953539521315647,-2.2681016071449993,-1.2702735015454332
Trappc6a,1.6420466095761932,-0.586280096879043,-0.942856675364047
Supt6,-0.09623326617498387,-0.5544545452609903,0.6449893805210669
Spag5,-9.006348089452269,5.354549171145727,3.130350029207559
Unc119,2.1710255855103764,-1.1204915307337568,-0.8826337398407268
Rab34,-0.41393463419710913,-0.13499100741846945,0.5228621823857524
Sdf2,1.3145878800424164,0.14220522753782663,-1.3669586404242096
Ccne1,-7.158946223848449,4.610674460223865,2.1039756174094952
Hsf2bp,0.46698841981917,-0.9560354501480729,0.6375516497482963
Bbc3,1.2128340499223618,0.5238283749181727,-1.639477901550134
Mybpc3,0.13947773447651732,-0.31224297694601033,0.19062360287039543
Psmc3,-0.9158893957053874,1.77588403265663,-0.9212404640144305
Acp2,0.38644289806090837,1.7081615955653562,-2.064812789444318
Rapsn,-3.471595873491708,1.3180088887873582,2.105888336875945
Slc39a13,8.240130722919035,-4.613673685190164,-2.7654381841074467
Celf2,-1.6848659021837238,-0.1672041337550812,1.738704102041987
Nr1h3,-1.689105537284771,4.3498290592409266,-2.7025848460922415
Ddb2,-3.2770702563396186,-0.901154236882184,3.9783582424403647
Spi1,-8.004910925729181,3.3952075402372017,4.400828190865666
Sf3a1,-2.9482636430910283,1.4058532053917465,1.3461157198502967
Stat6,0.0199182671809946,-0.6712348097317794,0.6528609159469335
Clgn,-3.8089515842937427,4.795156089957208,-1.1932396928097406
Napsa,-3.652708634579521,-0.4545731969430731,3.8805283718786687
Vrk3,3.1292618516765347,-0.5533915786033273,-2.3615049104099013
Smg9,2.3293205782613162,-1.4290241045335899,-0.7378686210916369
Paxip1,-1.531878054804443,1.4353560624483537,-8.865229856095671e-4
Rmnd5a,5.403635883621005,-0.9413405547408554,-4.052338717449042
Mov10,-2.782939196843816,-0.8734741189994167,3.4794225075264253
Ppm1j,4.378225339290719,-1.6063518529681255,-2.464094228641611
Rhoc,4.289955296219812,-1.089226242787841,-2.8721782600018373
Tead3,1.8919378822354265,-0.1278042317994683,-1.4608590777138704
Ppard,2.6541760187053556,-1.3894320430041391,-1.0143379276135507
Def6,0.012559239177197819,1.579108492450038,-1.5903602366313145
Metrn,-5.05846143607018,4.070046406391275,0.7763152060166071
Lmf1,4.372842477033999,-0.8739295930477313,-3.1732801078778405
Narfl,2.5063401147497113,-0.020978619752125865,-2.315386776629267
Angptl4,0.3390745673353652,0.16027015247861673,-0.4762346871821217
Dbf4,-12.131874867952614,8.681023817857403,3.0126534063412236
Daxx,0.9738171793231167,-0.932022525644161,0.025409343585257232
Cd320,0.22540974906359737,-1.8586236195187107,1.6784508885480374
Ipo4,-1.501613715669786,-0.9498923598861793,2.3670380181843296
Tm9sf1,-1.9445910905489516,0.0854993191860514,1.734438198597557
Rec8,-1.2187401814033587,0.07379129374232142,1.2462948207514404
Irf9,2.700564621175214,-1.4673072094012274,-1.0486043881913154
Gmpr2,1.438416732759763,0.9145785175210807,-2.2518838079224226
Mdp1,1.9783806829491275,-1.3219818279616746,-0.5194721759408765
Dhrs1,-0.08068287205558089,2.8612220347767647,-2.7767370015678132
Ncan,1.4738791745375286,-0.6935099878803871,-0.6171419995982133
Tmem161a,-1.3347446903391704,0.5991420368406494,0.6462109633899753
Armc6,-2.720035105771577,1.2763597592082443,1.2844645462999669
2310045N01Rik,-2.8805529033058894,1.0701216844612509,1.6378627297655404
Slc25a42,4.715269318666085,-3.1642171493017837,-1.143614715018895
Snx9,-3.312267358839083,-0.34087742237498003,3.6061758975739657
Ranbp3,1.1742958079377221,0.001101652115366445,-1.0957424583178248
Ndufa11,-2.539966778460971,3.0841945242563105,-0.7104829011191568
Bmp8b,-0.251431253715596,-0.7937398151020946,1.114848627755335
Nr2f6,2.557825017237126,-0.43424324885757737,-1.9000040015941975
Use1,-0.5435416778058939,0.0932983987664389,0.4139800316281673
Ocel1,-2.423946760710274,2.067379789048565,0.201046440498785
Dyrk1b,-1.8361249278129252,0.07075816130349802,1.6563533087266242
Braf,7.735009654594156,-5.357644645416834,-1.7696826552765261
Ndufb2,-1.7770913660806775,2.1160104001437436,-0.45646963848765965
Hltf,1.0917101328779646,-1.3908114718610987,0.3753179979665429
Prpf6,-1.850458053575046,0.5408832024792255,1.1848732318771702
Rgs19,-1.090431835008529,0.057578944442138326,0.9602856672423333
Rgs20,0.38476421862593635,0.5316831735373251,-0.8695446464602573
Abhd3,1.0117046461207737,-0.5289350589212772,-0.3794207435602828
Snrpd1,-10.325888489160423,7.771381445494173,1.9524555971670188
Tchp,-1.8808148939022478,-0.0848327570962051,1.8427972546298956
Tiam1,-1.0134718979705204,0.13040655145349764,0.8106444566411761
Tsc2,0.7713550565377404,-0.500333740186894,-0.2184033753241956
Slc9a3r2,-3.5486593097922388,1.4398255010460235,2.4488741090892634
Puf60,0.5006167968822138,0.932481872001614,-1.3991246255272782
Golga2,2.57899749643349,-1.132565272388674,-1.266740696124439
Uck1,-0.03196932267546165,0.024890307903271788,0.00492247775971047
Scin,-0.2669710737449928,-1.0392033869087425,1.4018273627060898
Ikzf4,0.0316456336683639,-0.6849419773862089,0.6719464120145244
Mien1,3.8076063957806374,0.9073308067898358,-4.446249958238603
Axl,-5.021328620110349,5.700460567419465,-0.9790918308461258
Tgfb1,-0.3899231343737439,0.03745976119091987,0.330955596930444
Ccdc97,-0.0901885041644765,-0.3096836943126636,0.3938554415822248
Zfp40,3.642313207157581,-2.200353988050485,-1.151823125723529
Akap8l,2.473757453650689,-2.6719354523987646,0.3708527400606713
Pdcd2l,-0.20545024994742145,1.1690592146998717,-0.977264556858197
Gtf2f1,-1.8273366786356882,1.9819833680167487,-0.27561119923698424
Clpp,0.7349240725100091,0.13714366857567775,-0.8220359241614243
Alkbh7,1.6515650593544424,0.012522382149578957,-1.5478064731307342
Pspn,1.8417914539415432,0.411987467304495,-1.8774201627368685
Dennd1c,1.832863228535027,-2.5122634237953942,0.8061300844414611
Med6,1.5864292299953522,-0.15539822344617119,-1.318215835759608
Lcp2,0.833623277975026,-0.7171433317251247,-0.06013237682335006
Cse1l,-3.7683457378466083,2.5549361459265865,0.9692359010869578
Naa20,-0.41283375850940385,0.3853978521637096,-2.741768790151472e-4
Prkra,1.5164234247603527,-1.6664557725873574,0.2827284394285818
Fkbp7,0.0697561555129904,-0.31013360797724826,0.24814752946826282
Plekha3,-0.9590381112082849,2.295949236660439,-1.3977130665344901
Ykt6,1.8115367448770436,-0.19512667011848056,-1.4903766785441173
Baz1b,-5.552549994328952,3.7063658077974986,1.4857377152968918
Pex6,5.225674095957224,-1.9901788148631083,-2.7702053778232383
Mrpl2,1.6876154352456072,-0.8883047200458589,-0.68651694137808
Mea1,3.3167273691036847,-0.14903424616229083,-2.9323852208221237
Gnmt,2.2945963306307955,-1.092916857131614,-0.9071497647059107
Grin2d,-0.3632226148318408,1.7050603525187171,-1.2642262849938979
Kdelr1,-1.9331579433280766,2.025437402311028,-0.21111877274235608
Tmem143,1.0878836932955425,0.16014487782206765,-1.163125794293142
Pdxk-ps,0.8025490378596662,0.5268741204823003,-1.254213668740611
Ggct,-2.4962914610099105,1.3928124773245483,0.9377477297691795
Jag2,-1.0008291306547994,0.19607410780339762,0.7667581502144271
Btbd6,-2.2177157451562484,0.6732745398431316,1.4042512884754967
